"COOR1" "COOR2" "COOR1.5" "ProteinCodingGenesPCG" "GC_PROPORTION" "GC_State" "GC_PosteriorMean" "PCG_State" "PCG_PosteriorMean"
13370001 13380000 13375000 1 0.4395 3 0.433303754905686 1 1.23145157225889
13380001 13390000 13385000 1 0.4422 3 0.430560424243058 1 0.969545979381432
13390001 13400000 13395000 0 0.4298 2 0.423139327772137 1 0.699956219789489
13400001 13410000 13405000 0 0.3813 2 0.414995476276849 1 0.694633109886718
13410001 13420000 13415000 0 0.4158 2 0.415029239112445 1 0.940397659833194
13420001 13430000 13425000 3 0.4184 2 0.414885742074094 2 2.05996787164177
13430001 13440000 13435000 4 0.4257 2 0.414757650255129 2 2.13650904064694
13440001 13450000 13445000 4 0.4045 2 0.413811633191052 2 2.13672368217527
13450001 13460000 13455000 2 0.4174 2 0.413968845757981 2 2.05657653549404
13460001 13470000 13465000 0 0.403 2 0.413426516496782 2 1.77415121250751
13470001 13480000 13475000 1 0.3871 2 0.413258754290496 2 1.82699595678421
13480001 13490000 13485000 1 0.3954 2 0.41473549900472 2 1.92740526374051
13490001 13500000 13495000 2 0.4213 2 0.424507827214231 2 2.06962674041696
13500001 13510000 13505000 2 0.4401 3 0.438293299885161 2 2.10341131697729
13510001 13520000 13515000 3 0.47 3 0.447986800644125 2 2.10302496222628
13520001 13530000 13525000 1 0.4748 3 0.449635204114718 2 1.81892543531872
13530001 13540000 13535000 0 0.4463 3 0.446082164306648 2 1.58895850185789
13540001 13550000 13545000 1 0.4377 3 0.443753384122851 2 1.69726661705701
13550001 13560000 13555000 3 0.4492 3 0.442922538115663 2 1.83545283300071
13560001 13570000 13565000 1 0.4141 3 0.440683311544742 2 1.3527240357696
13570001 13580000 13575000 0 0.4475 3 0.442010042172281 1 0.89897184486405
13580001 13590000 13585000 1 0.4183 3 0.441592199123817 1 0.85127849726745
13590001 13600000 13595000 0 0.4516 3 0.444594139292204 1 0.7891183106609
13600001 13610000 13605000 1 0.4805 3 0.446364745278408 1 0.978646780182943
13610001 13620000 13615000 0 0.4236 3 0.440053625555807 1 1.16139257740952
13620001 13630000 13625000 4 0.4459 3 0.438444542939198 2 2.10955006468774
13630001 13640000 13635000 4 0.4438 3 0.432406695162273 2 2.10293910561495
13640001 13650000 13645000 0 0.3944 2 0.417473961355105 1 0.81616314323143
13650001 13660000 13655000 0 0.4116 2 0.415407609775693 1 0.524980445888731
13660001 13670000 13665000 0 0.3873 2 0.414680212663693 1 0.45784057582475
13670001 13680000 13675000 0 0.4058 2 0.417173462484144 1 0.447494854158881
13680001 13690000 13685000 1 0.4234 2 0.426878265022462 1 0.47162056194402
13690001 13700000 13695000 0 0.4537 3 0.439026143825428 1 0.446249933294523
13700001 13710000 13705000 0 0.4363 3 0.44162092386757 1 0.449684197747924
13710001 13720000 13715000 1 0.4717 3 0.444681316266204 1 0.493170571389108
13720001 13730000 13725000 0 0.4423 3 0.441204999492605 1 0.495316986672484
13730001 13740000 13735000 2 0.4411 3 0.435895384548899 1 0.593536950039739
13740001 13750000 13745000 0 0.4057 2 0.42519934481503 1 0.469087791909637
13750001 13760000 13755000 0 0.4201 2 0.423029166584587 1 0.440583396946413
13760001 13770000 13765000 0 0.4312 2 0.422315698493563 1 0.434272936013289
13770001 13780000 13775000 0 0.4142 2 0.420325946026288 1 0.431053313088226
13780001 13790000 13785000 0 0.4306 2 0.421066220187567 1 0.430752814948553
13790001 13800000 13795000 0 0.4408 2 0.420526632588872 1 0.434573434152962
13800001 13810000 13805000 0 0.4074 2 0.415817415864614 1 0.442643955618453
13810001 13820000 13815000 1 0.4115 2 0.414284332837668 1 0.473766977227395
13820001 13830000 13825000 0 0.3948 2 0.413518317310043 1 0.460888485527143
13830001 13840000 13835000 0 0.4169 2 0.413377986160912 1 0.497720971789864
13840001 13850000 13845000 2 0.3625 2 0.412870481681139 1 0.685875735530546
13850001 13860000 13855000 1 0.4402 2 0.419820758982303 1 0.61229661961644
13860001 13870000 13865000 0 0.4368 2 0.421453450799363 1 0.499738602156237
13870001 13880000 13875000 1 0.4268 2 0.420807081394736 1 0.497463401955859
13880001 13890000 13885000 0 0.4403 2 0.420593106288369 1 0.450070552498932
13890001 13900000 13895000 0 0.403 2 0.416016412736389 1 0.444318159539486
13900001 13910000 13905000 1 0.4216 2 0.41525461506968 1 0.468529723935959
13910001 13920000 13915000 0 0.3921 2 0.413961462007844 1 0.441270249837093
13920001 13930000 13925000 0 0.4262 2 0.414255839834683 1 0.437277917410014
13930001 13940000 13935000 0 0.3956 2 0.413713510573484 1 0.448181707049561
13940001 13950000 13945000 1 0.3951 2 0.413975177536422 1 0.502829440164297
13950001 13960000 13955000 0 0.4383 2 0.416605168390067 1 0.513046376913164
13960001 13970000 13965000 0 0.4076 2 0.41620464647641 1 0.653293151528909
13970001 13980000 13975000 1 0.3982 2 0.417834385896646 2 1.28532659587161
13980001 13990000 13985000 2 0.4275 3 0.427926007552257 2 1.95329103205802
13990001 1.4e+07 13995000 4 0.4417 3 0.438465048211595 2 2.13131471566117
14000001 14010000 14005000 1 0.4568 3 0.444837083615304 2 2.10641629837401
14010001 14020000 14015000 5 0.4599 3 0.447080376515911 2 2.13775396151129
14020001 14030000 14025000 1 0.4569 3 0.446938126693282 2 2.10371181511696
14030001 14040000 14035000 2 0.4436 3 0.446568597730212 2 2.12526182456205
14040001 14050000 14045000 4 0.4698 3 0.447197280976405 2 2.13771103320563
14050001 14060000 14055000 3 0.4306 3 0.444878409954773 2 2.13633732742427
14060001 14070000 14065000 2 0.4703 3 0.446245922144416 2 2.13110007413283
14070001 14080000 14075000 4 0.4388 3 0.443443997080837 2 2.13758224828862
14080001 14090000 14085000 3 0.4293 3 0.442720375354668 2 2.13620854250726
14090001 14100000 14095000 2 0.4402 3 0.443154886328531 2 2.13075664768749
14100001 14110000 14105000 3 0.4375 3 0.443409200521916 2 2.13534997639391
14110001 14120000 14115000 3 0.4826 3 0.445153000437865 2 2.13397627061255
14120001 14130000 14125000 3 0.4169 3 0.433661242540696 2 2.10457038123031
14130001 14140000 14135000 1 0.4397 3 0.429558074382417 2 1.67859280409164
14140001 14150000 14145000 1 0.4148 2 0.419983254114056 2 1.30855080923773
14150001 14160000 14155000 0 0.3868 2 0.415810245606875 1 0.945248558373623
14160001 14170000 14165000 0 0.4002 2 0.416724613752881 1 0.950185313525386
14170001 14180000 14175000 1 0.4105 2 0.423141017462946 2 1.31284363980448
14180001 14190000 14185000 1 0.4662 3 0.440657192422554 2 1.69490556024529
14190001 14200000 14195000 4 0.438 3 0.441930081926895 2 2.12921122868346
14200001 14210000 14205000 2 0.4387 3 0.443457514607309 2 2.12873901732112
14210001 14220000 14215000 3 0.4682 3 0.445455170751265 2 2.13517826317124
14220001 14230000 14225000 3 0.4557 3 0.443476101206208 2 2.13024150801948
14230001 14240000 14235000 3 0.4497 3 0.436038439112164 2 2.0494933650589
14240001 14250000 14245000 0 0.3869 2 0.415276362041642 1 0.808736546350951
14250001 14260000 14255000 0 0.3907 2 0.412342929894347 1 0.518841698178278
14260001 14270000 14265000 0 0.42 2 0.412043282234897 1 0.450929118612282
14270001 14280000 14275000 0 0.3872 2 0.410779269869295 1 0.43787891368936
14280001 14290000 14285000 0 0.4062 2 0.410493337738423 1 0.440883895086085
14290001 14300000 14295000 1 0.3897 2 0.410227452914569 1 0.462691474365179
14300001 14310000 14305000 0 0.3947 2 0.410438475624112 1 0.440239970501072
14310001 14320000 14315000 0 0.4197 2 0.411227694373842 1 0.433457298205606
14320001 14330000 14325000 0 0.4146 2 0.410973411161041 1 0.432341162258251
14330001 14340000 14335000 0 0.4114 2 0.410134610103746 1 0.432341162258251
14340001 14350000 14345000 0 0.4034 2 0.409208246042375 1 0.432856301926261
14350001 14360000 14355000 0 0.4067 2 0.407839789254898 1 0.435904211628654
14360001 14370000 14365000 0 0.3996 2 0.406176964614717 1 0.455307805790367
14370001 14380000 14375000 0 0.3837 2 0.405039577843802 1 0.533351465493895
14380001 14390000 14385000 1 0.386 2 0.404803237994629 1 0.876734982528282
14390001 14400000 14395000 2 0.4037 2 0.405491158263436 1 1.21629788035826
14400001 14410000 14405000 0 0.3695 2 0.405771810587562 1 1.18423043602463
14410001 14420000 14415000 2 0.4225 2 0.410770854095732 2 1.54856296622476
14420001 14430000 14425000 1 0.4394 2 0.412763943290008 2 1.56586307340877
14430001 14440000 14435000 1 0.3965 2 0.411671891043339 2 1.60960701688396
14440001 14450000 14445000 2 0.3838 2 0.411708395541439 2 1.6766610303366
14450001 14460000 14455000 0 0.3999 2 0.413551665893058 2 1.48777648539957
14460001 14470000 14465000 1 0.3953 2 0.418145020154383 2 1.64304816699895
14470001 14480000 14475000 1 0.4564 3 0.441966023399261 2 1.83313470449467
14480001 14490000 14485000 2 0.4955 3 0.455081052424601 2 2.06773789496759
14490001 14500000 14495000 5 0.4492 3 0.452370686459382 2 2.13775396151129
14500001 14510000 14505000 3 0.4728 3 0.452061299417369 2 2.13560754622792
14510001 14520000 14515000 2 0.4564 3 0.447445065389243 2 2.11315604236381
14520001 14530000 14525000 1 0.4183 3 0.440857436510052 2 2.05996787164177
14530001 14540000 14535000 1 0.451 3 0.439838174251029 2 2.06009665655877
14540001 14550000 14545000 2 0.3852 3 0.435305335208624 2 2.10972177791041
14550001 14560000 14555000 3 0.4709 3 0.445308538804276 2 2.12260026961066
14560001 14570000 14565000 1 0.4457 3 0.446132626048229 2 2.02253438909971
14570001 14580000 14575000 2 0.4724 3 0.447993330424672 2 1.97668695864681
14580001 14590000 14585000 2 0.4647 3 0.445186794254044 2 1.72572808371456
14590001 14600000 14595000 0 0.4341 3 0.43340423591376 1 0.731551452760774
14600001 14610000 14605000 0 0.4003 2 0.418915891262037 1 0.497849756706867
14610001 14620000 14615000 0 0.4109 2 0.416354478051281 1 0.448825631634574
14620001 14630000 14625000 0 0.3905 2 0.415865745440299 1 0.435517856877647
14630001 14640000 14635000 0 0.4429 2 0.419352076436418 1 0.433156800065934
14640001 14650000 14645000 0 0.4198 2 0.419168271291633 1 0.43959604591606
14650001 14660000 14655000 1 0.4308 2 0.41934553116558 1 0.470676139219335
14660001 14670000 14665000 0 0.4159 2 0.418704017340983 1 0.455050235956362
14670001 14680000 14675000 1 0.4338 2 0.41917334036406 1 0.48471369517261
14680001 14690000 14685000 0 0.4104 2 0.417509200389113 1 0.471706418555355
14690001 14700000 14695000 0 0.428 2 0.417968598759733 1 0.525839012002081
14700001 14710000 14705000 1 0.4099 2 0.417811386192805 1 0.773148980952588
14710001 14720000 14715000 0 0.4203 2 0.41961438111847 1 1.0073658166745
14720001 14730000 14725000 4 0.4332 2 0.422123673877421 2 2.09950484116155
14730001 14740000 14735000 3 0.4444 2 0.423548935858953 2 2.09074746680537
14740001 14750000 14745000 1 0.3997 2 0.420484223297125 2 1.68863802761784
14750001 14760000 14755000 1 0.4312 2 0.422357696290807 2 1.3272246222031
14760001 14770000 14765000 0 0.4198 2 0.423603581722787 1 0.992898977664555
14770001 14780000 14775000 0 0.423 2 0.426012851439042 1 1.01007029993156
14780001 14790000 14785000 2 0.4213 3 0.429631504847255 2 1.42175275128295
14790001 14800000 14795000 0 0.4407 3 0.436095628636397 2 1.44841122910247
14800001 14810000 14805000 4 0.426 3 0.438842338680642 2 1.93182687922426
14810001 14820000 14815000 0 0.4604 3 0.445055914301701 2 1.39925831911317
14820001 14830000 14825000 1 0.4411 3 0.446501926028609 2 1.35937792314806
14830001 14840000 14835000 0 0.4405 3 0.451972661735249 2 1.33688349097829
14840001 14850000 14845000 1 0.4956 4 0.470034417239207 2 1.71297837693131
14850001 14860000 14855000 7 0.4809 4 0.470816949161002 2 2.13509240655991
14860001 14870000 14865000 1 0.4906 4 0.46814667780982 2 1.38702375199793
14870001 14880000 14875000 0 0.4443 3 0.449000220070668 1 0.690683705765307
14880001 14890000 14885000 0 0.4248 3 0.438085381103671 1 0.540477564234701
14890001 14900000 14895000 1 0.4215 3 0.432556935473569 1 0.534853956192258
14900001 14910000 14905000 0 0.4275 3 0.42992376599849 1 0.493857424279789
14910001 14920000 14915000 0 0.4214 3 0.427755063966459 1 0.533179752271225
14920001 14930000 14925000 2 0.4184 2 0.427169049975286 1 0.774179260288608
14930001 14940000 14935000 0 0.4123 3 0.428173105017028 1 0.713006424712411
14940001 14950000 14945000 0 0.4299 3 0.435026362601171 1 0.873772929437224
14950001 14960000 14955000 2 0.4812 3 0.441817243796086 2 1.65644179836721
14960001 14970000 14965000 1 0.4219 3 0.434992797767681 2 1.83695532369907
14970001 14980000 14975000 2 0.4171 3 0.432628676247599 2 2.06632126088056
14980001 14990000 14985000 4 0.4517 3 0.432455009247666 2 2.12899658715512
14990001 1.5e+07 14995000 1 0.4138 2 0.42517234074267 2 2.00119902118296
15000001 15010000 15005000 2 0.4243 2 0.423538584221701 2 1.9284784713822
15010001 15020000 15015000 0 0.4236 2 0.422234033067077 2 1.57195889281355
15020001 15030000 15025000 1 0.4183 2 0.421379806842127 2 1.60681667701557
15030001 15040000 15035000 1 0.4147 2 0.421313119650232 2 1.67090863737716
15040001 15050000 15045000 1 0.4 2 0.423518536914683 2 1.7754819899832
15050001 15060000 15055000 3 0.4732 3 0.439582628332213 2 1.9216099424754
15060001 15070000 15065000 1 0.4413 3 0.439035824004904 2 1.54195200715197
15070001 15080000 15075000 1 0.4419 3 0.437527206906078 1 1.20539409071871
15080001 15090000 15085000 1 0.4296 3 0.432647033863808 1 0.873644144520221
15090001 15100000 15095000 0 0.4173 3 0.427646805962116 1 0.538030650811653
15100001 15110000 15105000 0 0.4323 2 0.425523267616549 1 0.462433904531174
15110001 15120000 15115000 0 0.4331 2 0.422878712780894 1 0.451100831834952
15120001 15130000 15125000 1 0.3848 2 0.417538318378999 1 0.474968969786085
15130001 15140000 15135000 0 0.4474 2 0.419582094481285 1 0.458055217353088
15140001 15150000 15145000 1 0.4302 2 0.417097277624588 1 0.480978932579536
15150001 15160000 15155000 0 0.39 2 0.413096271890956 1 0.458484500409763
15160001 15170000 15165000 0 0.4002 2 0.412588767411183 1 0.483726344142257
15170001 15180000 15175000 1 0.4085 2 0.412575051882605 1 0.628051307796415
15180001 15190000 15185000 0 0.3996 2 0.412266958527189 1 0.742669883928658
15190001 15200000 15195000 1 0.4081 2 0.412685838057055 2 1.32057073482463
15200001 15210000 15205000 2 0.4248 2 0.41276602728513 2 1.94492001245285
15210001 15220000 15215000 4 0.3989 2 0.411873416085221 2 2.10710315126469
15220001 15230000 15225000 1 0.4348 2 0.411868156226744 2 1.88632287521671
15230001 15240000 15235000 2 0.415 2 0.407799704614996 2 1.71834441513975
15240001 15250000 15245000 0 0.3976 2 0.400664124744871 1 0.976543293205235
15250001 15260000 15255000 1 0.3933 1 0.394285052760575 1 0.845869530753344
15260001 15270000 15265000 1 0.3658 1 0.389555089887883 1 0.700299646234829
15270001 15280000 15275000 0 0.362 1 0.388623446019767 1 0.530131842568832
15280001 15290000 15285000 1 0.3689 1 0.38885978586894 1 0.512788807079159
15290001 15300000 15295000 0 0.36 1 0.39056797495577 1 0.453118462201325
15300001 15310000 15305000 0 0.4359 2 0.404259866735869 1 0.446507503128528
15310001 15320000 15315000 1 0.3951 2 0.40635844234958 1 0.466898448320594
15320001 15330000 15325000 0 0.4165 2 0.409554320094304 1 0.440325827112407
15330001 15340000 15335000 0 0.4069 2 0.410591470330125 1 0.435174430432307
15340001 15350000 15345000 0 0.4 2 0.411658175514761 1 0.437277917410014
15350001 15360000 15355000 1 0.4357 2 0.413455019473901 1 0.458956711772105
15360001 15370000 15365000 0 0.409 2 0.412893694877378 1 0.437921841995027
15370001 15380000 15375000 0 0.3987 2 0.412662624860816 1 0.435303215349309
15380001 15390000 15385000 0 0.4087 2 0.412731202503704 1 0.436075924851324
15390001 15400000 15395000 0 0.3942 2 0.413137418476689 1 0.448911488245909
15400001 15410000 15405000 0 0.4077 2 0.414500625379823 1 0.505920278172358
15410001 15420000 15415000 0 0.4494 2 0.41758917612479 1 0.753101462205862
15420001 15430000 15425000 2 0.4049 2 0.416305934983198 2 1.81566288408799
15430001 15440000 15435000 3 0.4281 2 0.41686092780128 2 2.09169188953006
15440001 15450000 15445000 2 0.4185 2 0.416785594153235 2 2.07765433357678
15450001 15460000 15455000 0 0.3972 2 0.417033969814311 2 1.9831691328026
15460001 15470000 15465000 3 0.4074 2 0.422895594198692 2 2.12672138695474
15470001 15480000 15475000 4 0.4893 3 0.441915561657681 2 2.13397627061255
15480001 15490000 15485000 2 0.4396 3 0.439239905439398 2 1.96526802933925
15490001 15500000 15495000 1 0.4278 3 0.43478704213267 2 1.33636835131028
15500001 15510000 15505000 0 0.4316 3 0.431207007140082 1 0.746833929578406
15510001 15520000 15515000 1 0.416 2 0.426901676220807 1 0.632816349725508
15520001 15530000 15525000 0 0.4359 2 0.425899310869874 1 0.486344970787975
15530001 15540000 15535000 0 0.3888 2 0.422819833565853 1 0.457196651239738
15540001 15550000 15545000 1 0.4269 3 0.428657406274697 1 0.477716381348806
15550001 15560000 15555000 0 0.4547 3 0.435190120438939 1 0.452045254559637
15560001 15570000 15565000 0 0.4288 3 0.434857535690977 1 0.45904256838344
15570001 15580000 15575000 0 0.4705 3 0.434917677612033 1 0.532321186157875
15580001 15590000 15585000 1 0.3785 2 0.415763605721999 1 0.858361667702589
15590001 15600000 15595000 1 0.3866 2 0.414956019381925 1 1.18397286619063
15600001 15610000 15605000 3 0.4332 2 0.417502655118274 2 1.51314711404907
15610001 15620000 15615000 1 0.4291 2 0.418344642013058 1 1.11434315439793
15620001 15630000 15625000 0 0.4198 2 0.41832776059526 1 0.720819376343897
15630001 15640000 15635000 1 0.4259 2 0.418334092373701 1 0.675401228947675
15640001 15650000 15645000 0 0.4406 2 0.418245881676377 1 0.59800149382916
15650001 15660000 15655000 0 0.4007 2 0.41514213920442 1 0.676646149812032
15660001 15670000 15665000 1 0.3817 2 0.414557187159077 1 1.12228489094642
15670001 15680000 15675000 1 0.4051 2 0.419403144916529 2 1.58041576903005
15680001 15690000 15685000 3 0.4571 3 0.439609434402468 2 2.09353780667376
15690001 15700000 15695000 2 0.4539 3 0.444074370017839 2 2.11959528821394
15700001 15710000 15705000 3 0.456 3 0.445389959757782 2 2.13251670821986
15710001 15720000 15715000 1 0.4544 3 0.445582213356613 2 2.10375474342263
15720001 15730000 15725000 3 0.4435 3 0.444961978564465 2 2.1292970852948
15730001 15740000 15735000 1 0.4529 3 0.444987094943911 2 2.10680265312502
15740001 15750000 15745000 5 0.4569 3 0.443603143811556 2 2.13547876131092
15750001 15760000 15755000 2 0.4435 3 0.437594336573058 2 1.90156242372867
15760001 15770000 15765000 0 0.4202 2 0.424205000933347 1 1.02028723668042
15770001 15780000 15775000 1 0.3971 2 0.414120798466433 1 0.849175010289742
15780001 15790000 15785000 0 0.3984 2 0.412056997763475 1 0.668618556652209
15790001 15800000 15795000 1 0.3771 2 0.411560042923059 1 0.701759208627524
15800001 15810000 15805000 1 0.4078 2 0.412359811312145 1 0.710130228232688
15810001 15820000 15815000 0 0.3933 2 0.412776576924487 1 0.688837788621604
15820001 15830000 15825000 0 0.388 2 0.414773489675366 1 0.895666365327652
15830001 15840000 15835000 2 0.4339 3 0.430650553613881 2 1.86794956039101
15840001 15850000 15845000 3 0.4804 3 0.443279923448395 2 2.11929479007427
15850001 15860000 15855000 4 0.465 3 0.441909489842512 2 2.13668075386961
15860001 15870000 15865000 2 0.4177 2 0.426241820270292 2 2.11461560475651
15870001 15880000 15875000 2 0.4078 2 0.417477124486247 2 2.05211199170462
15880001 15890000 15885000 2 0.4109 2 0.414540739942129 2 1.82630910389353
15890001 15900000 15895000 0 0.3994 2 0.41276921312262 1 0.93185492700536
15900001 15910000 15905000 1 0.4407 2 0.412486456855102 1 0.755247877489237
15910001 15920000 15915000 0 0.4051 2 0.406453419026197 1 0.55322727101795
15920001 15930000 15925000 0 0.3912 1 0.399880195776021 1 0.530217699180167
15930001 15940000 15935000 1 0.3697 1 0.395574372291673 1 0.628008379490747
15940001 15950000 15945000 2 0.3985 1 0.394929712526124 1 0.700857714208506
15950001 15960000 15955000 0 0.3992 1 0.394649060201997 1 0.493385212917446
15960001 15970000 15965000 0 0.4188 1 0.394297716317457 1 0.446636288045531
15970001 15980000 15975000 0 0.3953 1 0.392610626509342 1 0.436676921130669
15980001 15990000 15985000 0 0.3547 1 0.391327638756685 1 0.439123834553717
15990001 1.6e+07 15995000 1 0.3627 1 0.392053539722004 1 0.465610599150569
16000001 16010000 16005000 0 0.4023 1 0.397747857326713 1 0.440068257278402
16010001 16020000 16015000 0 0.4212 2 0.403114044243122 1 0.435818355017319
16020001 16030000 16025000 0 0.4065 2 0.404394918078254 1 0.440239970501072
16030001 16040000 16035000 1 0.4098 2 0.405506987709538 1 0.467113089848932
16040001 16050000 16045000 0 0.4155 2 0.406413314438025 1 0.449941767581929
16050001 16060000 16055000 1 0.4036 2 0.406151647475087 1 0.464666176425884
16060001 16070000 16065000 0 0.4218 2 0.406241334370823 1 0.438436981663037
16070001 16080000 16075000 0 0.3946 2 0.404543684949216 1 0.432985086843264
16080001 16090000 16085000 0 0.3653 2 0.403622590720456 1 0.432427018869586
16090001 16100000 16095000 0 0.3777 2 0.404971000200915 1 0.437492558938352
16100001 16110000 16105000 0 0.3938 2 0.411503116761896 1 0.457067866322735
16110001 16120000 16115000 0 0.4702 3 0.42808531854642 1 0.543439617325759
16120001 16130000 16125000 1 0.4361 2 0.427188883789907 1 0.915799740685713
16130001 16140000 16135000 2 0.3995 2 0.423661820460636 2 1.29318247580877
16140001 16150000 16145000 1 0.4361 2 0.426911600873264 2 1.29399811361645
16150001 16160000 16155000 2 0.452 3 0.427823867833958 2 1.30923766212841
16160001 16170000 16165000 1 0.4245 2 0.421757326293863 1 0.962892092002968
16170001 16180000 16175000 0 0.4116 2 0.417147921877982 1 0.616847020017195
16180001 16190000 16185000 1 0.4071 2 0.415212830764833 1 0.558550380920721
16190001 16200000 16195000 0 0.4112 2 0.414571316940236 1 0.463764682006866
16200001 16210000 16205000 0 0.4028 2 0.414330749256012 1 0.442772740535455
16210001 16220000 16215000 0 0.4114 2 0.414902623491892 1 0.448868559940241
16220001 16230000 16225000 0 0.4163 2 0.41552409000947 1 0.488877740822358
16230001 16240000 16235000 2 0.4322 2 0.416416721157649 1 0.659346042628027
16240001 16250000 16245000 1 0.4114 2 0.415978846292459 1 0.581259454618832
16250001 16260000 16255000 0 0.4037 2 0.416589976663078 1 0.466469165263919
16260001 16270000 16265000 0 0.4308 2 0.420409728128378 1 0.43942433269339
16270001 16280000 16275000 0 0.4402 2 0.422783758810625 1 0.434616362458629
16280001 16290000 16285000 0 0.4356 2 0.422115225423376 1 0.435517856877647
16290001 16300000 16295000 0 0.4064 2 0.419186628907842 1 0.442429314090115
16300001 16310000 16305000 0 0.4241 2 0.419410315174268 1 0.473766977227395
16310001 16320000 16315000 0 0.4301 2 0.41955212252181 1 0.620882280749941
16320001 16330000 16325000 2 0.4063 2 0.418444665055754 1 1.25617827632337
16330001 16340000 16335000 2 0.4188 2 0.420469443064639 2 1.35830471550637
16340001 16350000 16345000 0 0.4276 2 0.423481608189866 1 1.16019058485083
16350001 16360000 16355000 0 0.4347 2 0.426550749346928 2 1.29039213594038
16360001 16370000 16365000 3 0.4226 3 0.427512806591426 2 2.07228829536835
16370001 16380000 16375000 2 0.4135 3 0.430059028075194 2 2.1143580349225
16380001 16390000 16385000 3 0.445 3 0.438444542939198 2 2.1310142175215
16390001 16400000 16395000 1 0.4349 3 0.442052513425194 2 2.10718900787603
16400001 16410000 16405000 6 0.4699 3 0.447001876978645 2 2.13805445965097
16410001 16420000 16415000 3 0.4712 3 0.447250893116914 2 2.12633503220374
16420001 16430000 16425000 1 0.3997 3 0.440864195273288 2 1.95457888122804
16430001 16440000 16435000 0 0.4584 3 0.445104228387094 2 1.82961458342993
16440001 16450000 16445000 2 0.451 3 0.445379821612928 2 2.00064095320928
16450001 16460000 16455000 2 0.4527 3 0.446244232453607 2 2.01995869075966
16460001 16470000 16465000 1 0.4709 3 0.44699488923272 2 1.91942059888635
16470001 16480000 16475000 2 0.4333 3 0.444013999114094 2 1.87005304736872
16480001 16490000 16485000 1 0.4442 3 0.443415501319774 2 1.53482590841116
16490001 16500000 16495000 1 0.444 3 0.442802025290862 1 1.2439866375138
16500001 16510000 16505000 1 0.4336 3 0.441916335417734 1 0.962076454195285
16510001 16520000 16515000 0 0.4512 3 0.441565622036252 1 0.681883403103468
16520001 16530000 16525000 1 0.4182 3 0.438043367816136 1 0.668103416984199
16530001 16540000 16535000 0 0.4164 3 0.437613925914699 1 0.620023714636591
16540001 16550000 16545000 0 0.4557 3 0.440736694702562 1 0.748508133499439
16550001 16560000 16555000 1 0.4197 3 0.439212641403765 2 1.36972364481393
16560001 16570000 16565000 3 0.441 3 0.440883555632239 2 2.05271298798396
16570001 16580000 16575000 3 0.4449 3 0.441075580248381 2 2.0749927786254
16580001 16590000 16585000 1 0.4378 3 0.440691302033409 2 1.73706115641079
16590001 16600000 16595000 1 0.4387 3 0.439515269682543 2 1.45291870119756
16600001 16610000 16605000 1 0.442 3 0.437465375294213 1 1.19358880666015
16610001 16620000 16615000 0 0.4459 3 0.43188840208632 1 0.950614596582061
16620001 16630000 16625000 0 0.3831 2 0.415060473777934 1 1.01002737162589
16630001 16640000 16635000 1 0.3734 2 0.413906175666818 2 1.54457063379769
16640001 16650000 16645000 4 0.4376 2 0.416784117954823 2 2.12509011133938
16650001 16660000 16655000 2 0.4286 2 0.41697973544498 2 2.12573403592439
16660001 16670000 16665000 2 0.4097 2 0.416324506091805 2 2.1259916057584
16670001 16680000 16675000 2 0.4257 2 0.417260397743241 2 2.12551939439606
16680001 16690000 16685000 2 0.4444 2 0.417818556450544 2 2.11869379379492
16690001 16700000 16695000 3 0.3961 2 0.414291292361088 2 2.0987750599652
16700001 16710000 16705000 1 0.4067 2 0.413785891824706 2 1.64261888394227
16710001 16720000 16715000 0 0.388 2 0.413899843888377 1 1.2472921170502
16720001 16730000 16725000 1 0.4396 2 0.415719082512727 1 1.2558777781837
16730001 16740000 16735000 2 0.4029 2 0.414884265875682 1 1.27751364424013
16740001 16750000 16745000 0 0.4219 2 0.415897180865972 1 0.937607319964807
16750001 16760000 16755000 2 0.423 2 0.416640620916472 1 0.94374606767526
16760001 16770000 16765000 0 0.4162 2 0.417120066594111 1 0.581559952758505
16770001 16780000 16775000 0 0.4353 2 0.418608422893522 1 0.5029582250813
16780001 16790000 16785000 1 0.4202 2 0.417748078382528 1 0.520945185155985
16790001 16800000 16795000 0 0.4099 2 0.418068835294827 1 0.498880036042887
16800001 16810000 16805000 0 0.4063 2 0.420050566292851 1 0.56494669846518
16810001 16820000 16815000 1 0.4387 3 0.430315016469096 1 0.911764479952967
16820001 16830000 16825000 1 0.4277 3 0.434451520478177 1 1.24338564123446
16830001 16840000 16835000 1 0.4467 3 0.439749536568909 2 1.59153420019794
16840001 16850000 16845000 3 0.4233 3 0.441555941856776 2 1.98209592516091
16850001 16860000 16855000 1 0.4846 3 0.45042280510894 2 1.89486560804454
16860001 16870000 16865000 0 0.4759 3 0.449021957068495 2 1.84957624556532
16870001 16880000 16875000 5 0.3879 3 0.435641070355514 2 2.13650904064694
16880001 16890000 16885000 2 0.4371 3 0.438389256598172 2 2.12706481340009
16890001 16900000 16895000 2 0.44 3 0.439901466571014 2 2.12500425472804
16900001 16910000 16905000 2 0.4208 3 0.440093491187156 2 2.11727715970789
16910001 16920000 16915000 1 0.4654 3 0.444490523375493 2 2.09267924056041
16920001 16930000 16925000 2 0.4531 3 0.444779634127799 2 2.12320126589001
16930001 16940000 16935000 3 0.4455 3 0.443761603594207 2 2.13586511606192
